in s,C2 in V
5.4070272E-02,-1.03737E+00
5.4070416E-02,-1.04323E+00
5.4070560E-02,-1.05690E+00
5.4070704E-02,-1.07057E+00
5.4070848E-02,-1.06666E+00
5.4070992E-02,-1.07838E+00
5.4071136E-02,-1.08815E+00
5.4071280E-02,-1.08815E+00
5.4071424E-02,-1.08815E+00
5.4071568E-02,-1.08620E+00
5.4071712E-02,-1.08815E+00
5.4071856E-02,-1.07838E+00
5.4072000E-02,-1.07643E+00
5.4072144E-02,-1.07057E+00
5.4072288E-02,-1.06471E+00
5.4072432E-02,-1.05104E+00
5.4072576E-02,-1.03737E+00
5.4072720E-02,-1.03151E+00
5.4072864E-02,-1.01198E+00
5.4073008E-02,-1.00612E+00
5.4073152E-02,-9.92445E-01
5.4073296E-02,-9.65102E-01
5.4073440E-02,-9.47523E-01
5.4073584E-02,-9.29945E-01
5.4073728E-02,-9.22133E-01
5.4073872E-02,-9.00648E-01
5.4074016E-02,-8.90883E-01
5.4074160E-02,-8.71352E-01
5.4074304E-02,-8.49867E-01
5.4074448E-02,-8.36195E-01
5.4074592E-02,-8.22523E-01
5.4074736E-02,-8.08852E-01
5.4074880E-02,-7.87367E-01
5.4075024E-02,-7.79555E-01
5.4075168E-02,-7.73695E-01
5.4075312E-02,-7.63930E-01
5.4075456E-02,-7.50258E-01
5.4075600E-02,-7.46352E-01
5.4075744E-02,-7.40492E-01
5.4075888E-02,-7.44398E-01
5.4076032E-02,-7.36586E-01
5.4076176E-02,-7.46352E-01
5.4076320E-02,-7.34633E-01
5.4076464E-02,-7.44398E-01
5.4076608E-02,-7.44398E-01
5.4076752E-02,-7.56117E-01
5.4076896E-02,-7.56117E-01
5.4077040E-02,-7.67836E-01
5.4077184E-02,-7.67836E-01
5.4077328E-02,-7.87367E-01
5.4077472E-02,-7.93227E-01
5.4077616E-02,-8.04945E-01
5.4077760E-02,-8.14711E-01
5.4077904E-02,-8.30336E-01
5.4078048E-02,-8.30336E-01
5.4078192E-02,-8.55727E-01
5.4078336E-02,-8.59633E-01
5.4078480E-02,-8.71352E-01
5.4078624E-02,-8.75258E-01
5.4078768E-02,-8.88930E-01
5.4078912E-02,-8.96742E-01
5.4079056E-02,-8.98695E-01
5.4079200E-02,-9.06508E-01
5.4079344E-02,-9.14320E-01
5.4079488E-02,-9.12367E-01
5.4079632E-02,-9.08461E-01
5.4079776E-02,-9.18227E-01
5.4079920E-02,-9.18227E-01
5.4080064E-02,-8.98695E-01
5.4080208E-02,-9.08461E-01
5.4080352E-02,-8.94789E-01
5.4080496E-02,-8.86977E-01
5.4080640E-02,-8.75258E-01
5.4080784E-02,-8.53773E-01
5.4080928E-02,-8.45961E-01
5.4081072E-02,-8.40102E-01
5.4081216E-02,-8.14711E-01
5.4081360E-02,-7.95180E-01
5.4081504E-02,-7.73695E-01
5.4081648E-02,-7.48305E-01
5.4081792E-02,-7.26820E-01
5.4081936E-02,-7.07289E-01
5.4082080E-02,-6.79945E-01
5.4082224E-02,-6.58461E-01
5.4082368E-02,-6.25258E-01
5.4082512E-02,-6.05727E-01
5.4082656E-02,-5.78383E-01
5.4082800E-02,-5.52992E-01
5.4082944E-02,-5.27602E-01
5.4083088E-02,-5.06117E-01
5.4083232E-02,-4.78773E-01
5.4083376E-02,-4.49477E-01
5.4083520E-02,-4.35805E-01
5.4083664E-02,-4.18227E-01
5.4083808E-02,-3.90883E-01
5.4083952E-02,-3.61586E-01
5.4084096E-02,-3.47914E-01
5.4084240E-02,-3.36195E-01
5.4084384E-02,-3.08852E-01
5.4084528E-02,-2.95180E-01
5.4084672E-02,-2.83461E-01
5.4084816E-02,-2.69789E-01
5.4084960E-02,-2.52211E-01
5.4085104E-02,-2.42445E-01
5.4085248E-02,-2.28773E-01
5.4085392E-02,-2.26820E-01
5.4085536E-02,-2.07289E-01
5.4085680E-02,-2.05336E-01
5.4085824E-02,-1.99477E-01
5.4085968E-02,-1.85805E-01
5.4086112E-02,-1.81898E-01
5.4086256E-02,-1.74086E-01
5.4086400E-02,-1.66273E-01
5.4086544E-02,-1.62367E-01
5.4086688E-02,-1.54555E-01
5.4086832E-02,-1.48695E-01
5.4086976E-02,-1.48695E-01
5.4087120E-02,-1.44789E-01
5.4087264E-02,-1.31117E-01
5.4087408E-02,-1.29164E-01
5.4087552E-02,-1.19398E-01
5.4087696E-02,-1.19398E-01
5.4087840E-02,-1.11586E-01
5.4087984E-02,-1.05727E-01
5.4088128E-02,-9.20547E-02
5.4088272E-02,-9.01016E-02
5.4088416E-02,-7.05703E-02
5.4088560E-02,-7.44766E-02
5.4088704E-02,-6.08047E-02
5.4088848E-02,-4.71328E-02
5.4088992E-02,-3.73672E-02
5.4089136E-02,-2.95547E-02
5.4089280E-02,-2.36953E-02
5.4089424E-02,-1.00234E-02
5.4089568E-02,-2.21094E-03
5.4089712E-02,1.14609E-02
5.4089856E-02,3.09922E-02
5.4090000E-02,3.09922E-02
5.4090144E-02,3.88047E-02
5.4090288E-02,4.46641E-02
5.4090432E-02,4.46641E-02
5.4090576E-02,5.83359E-02
5.4090720E-02,7.20078E-02
5.4090864E-02,6.41953E-02
5.4091008E-02,7.39609E-02
5.4091152E-02,7.78672E-02
5.4091296E-02,7.20078E-02
5.4091440E-02,7.59141E-02
5.4091584E-02,6.81016E-02
5.4091728E-02,6.02891E-02
5.4091872E-02,5.24766E-02
5.4092016E-02,5.05234E-02
5.4092160E-02,3.48984E-02
5.4092304E-02,2.90391E-02
5.4092448E-02,7.55469E-03
5.4092592E-02,-2.21094E-03
5.4092736E-02,-2.95547E-02
5.4092880E-02,-5.49453E-02
5.4093024E-02,-7.05703E-02
5.4093168E-02,-1.01820E-01
5.4093312E-02,-1.29164E-01
5.4093456E-02,-1.56508E-01
5.4093600E-02,-1.85805E-01
5.4093744E-02,-2.15102E-01
5.4093888E-02,-2.56117E-01
5.4094032E-02,-2.95180E-01
5.4094176E-02,-3.40102E-01
5.4094320E-02,-3.79164E-01
5.4094464E-02,-4.16273E-01
5.4094608E-02,-4.47523E-01
5.4094752E-02,-4.94398E-01
5.4094896E-02,-5.52992E-01
5.4095040E-02,-5.80336E-01
5.4095184E-02,-6.35023E-01
5.4095328E-02,-6.72133E-01
5.4095472E-02,-7.17055E-01
5.4095616E-02,-7.63930E-01
5.4095760E-02,-8.12758E-01
5.4095904E-02,-8.45961E-01
5.4096048E-02,-8.96742E-01
5.4096192E-02,-9.29945E-01
5.4096336E-02,-9.69008E-01
5.4096480E-02,-1.01198E+00
5.4096624E-02,-1.05690E+00
5.4096768E-02,-1.08229E+00
5.4096912E-02,-1.11354E+00
5.4097056E-02,-1.14870E+00
5.4097200E-02,-1.18190E+00
5.4097344E-02,-1.21510E+00
5.4097488E-02,-1.23463E+00
5.4097632E-02,-1.25807E+00
5.4097776E-02,-1.28737E+00
5.4097920E-02,-1.30495E+00
5.4098064E-02,-1.32448E+00
5.4098208E-02,-1.33815E+00
5.4098352E-02,-1.34791E+00
5.4098496E-02,-1.35963E+00
5.4098640E-02,-1.37721E+00
5.4098784E-02,-1.36940E+00
5.4098928E-02,-1.38893E+00
5.4099072E-02,-1.37916E+00
5.4099216E-02,-1.37526E+00
5.4099360E-02,-1.37330E+00
5.4099504E-02,-1.36549E+00
5.4099648E-02,-1.37526E+00
5.4099792E-02,-1.35963E+00
5.4099936E-02,-1.34596E+00
5.4100080E-02,-1.33815E+00
5.4100224E-02,-1.32057E+00
5.4100368E-02,-1.30104E+00
5.4100512E-02,-1.28932E+00
5.4100656E-02,-1.26393E+00
5.4100800E-02,-1.24635E+00
5.4100944E-02,-1.23268E+00
5.4101088E-02,-1.20729E+00
5.4101232E-02,-1.18190E+00
5.4101376E-02,-1.15846E+00
5.4101520E-02,-1.13307E+00
5.4101664E-02,-1.11549E+00
5.4101808E-02,-1.09205E+00
5.4101952E-02,-1.05885E+00
5.4102096E-02,-1.03541E+00
5.4102240E-02,-1.00612E+00
5.4102384E-02,-9.84633E-01
5.4102528E-02,-9.53383E-01
5.4102672E-02,-9.24086E-01
5.4102816E-02,-9.00648E-01
5.4102960E-02,-8.77211E-01
5.4103104E-02,-8.51820E-01
5.4103248E-02,-8.30336E-01
5.4103392E-02,-7.97133E-01
5.4103536E-02,-7.93227E-01
5.4103680E-02,-7.63930E-01
5.4103824E-02,-7.46352E-01
5.4103968E-02,-7.24867E-01
5.4104112E-02,-7.11195E-01
5.4104256E-02,-6.93617E-01
5.4104400E-02,-6.76039E-01
5.4104544E-02,-6.62367E-01
5.4104688E-02,-6.64320E-01
5.4104832E-02,-6.44789E-01
5.4104976E-02,-6.35023E-01
5.4105120E-02,-6.23305E-01
5.4105264E-02,-6.31117E-01
5.4105408E-02,-6.27211E-01
5.4105552E-02,-6.21352E-01
5.4105696E-02,-6.11586E-01
5.4105840E-02,-6.09633E-01
5.4105984E-02,-6.27211E-01
5.4106128E-02,-6.29164E-01
5.4106272E-02,-6.33070E-01
5.4106416E-02,-6.46742E-01
5.4106560E-02,-6.50648E-01
5.4106704E-02,-6.58461E-01
5.4106848E-02,-6.72133E-01
5.4106992E-02,-6.83852E-01
5.4107136E-02,-6.93617E-01
5.4107280E-02,-7.15102E-01
5.4107424E-02,-7.28773E-01
5.4107568E-02,-7.44398E-01
5.4107712E-02,-7.61977E-01
5.4107856E-02,-7.79555E-01
5.4108000E-02,-7.91273E-01
5.4108144E-02,-8.20570E-01
5.4108288E-02,-8.42055E-01
5.4108432E-02,-8.57680E-01
5.4108576E-02,-8.85023E-01
5.4108720E-02,-9.00648E-01
5.4108864E-02,-9.14320E-01
5.4109008E-02,-9.43617E-01
5.4109152E-02,-9.55336E-01
5.4109296E-02,-9.80727E-01
5.4109440E-02,-9.96352E-01
5.4109584E-02,-1.01002E+00
5.4109728E-02,-1.03932E+00
5.4109872E-02,-1.05104E+00
5.4110016E-02,-1.04909E+00
5.4110160E-02,-1.07838E+00
5.4110304E-02,-1.08815E+00
5.4110448E-02,-1.11159E+00
5.4110592E-02,-1.11159E+00
5.4110736E-02,-1.12330E+00
5.4110880E-02,-1.12330E+00
5.4111024E-02,-1.13112E+00
5.4111168E-02,-1.13698E+00
5.4111312E-02,-1.14088E+00
5.4111456E-02,-1.13698E+00
5.4111600E-02,-1.14284E+00
5.4111744E-02,-1.14088E+00
5.4111888E-02,-1.13502E+00
5.4112032E-02,-1.13307E+00
5.4112176E-02,-1.12330E+00
5.4112320E-02,-1.11159E+00
5.4112464E-02,-1.10963E+00
5.4112608E-02,-1.09987E+00
5.4112752E-02,-1.09401E+00
5.4112896E-02,-1.06862E+00
5.4113040E-02,-1.06080E+00
5.4113184E-02,-1.03932E+00
5.4113328E-02,-1.03346E+00
5.4113472E-02,-1.01784E+00
5.4113616E-02,-1.00416E+00
5.4113760E-02,-9.78773E-01
5.4113904E-02,-9.67055E-01
5.4114048E-02,-9.41664E-01
5.4114192E-02,-9.22133E-01
5.4114336E-02,-9.06508E-01
5.4114480E-02,-8.88930E-01
5.4114624E-02,-8.65492E-01
5.4114768E-02,-8.59633E-01
5.4114912E-02,-8.30336E-01
5.4115056E-02,-8.20570E-01
5.4115200E-02,-8.08852E-01
5.4115344E-02,-7.89320E-01
5.4115488E-02,-7.81508E-01
5.4115632E-02,-7.71742E-01
5.4115776E-02,-7.58070E-01
5.4115920E-02,-7.50258E-01
5.4116064E-02,-7.38539E-01
5.4116208E-02,-7.28773E-01
5.4116352E-02,-7.24867E-01
5.4116496E-02,-7.22914E-01
5.4116640E-02,-7.24867E-01
5.4116784E-02,-7.26820E-01
5.4116928E-02,-7.20961E-01
5.4117072E-02,-7.26820E-01
5.4117216E-02,-7.32680E-01
5.4117360E-02,-7.42445E-01
5.4117504E-02,-7.54164E-01
5.4117648E-02,-7.52211E-01
5.4117792E-02,-7.60023E-01
5.4117936E-02,-7.73695E-01
5.4118080E-02,-7.99086E-01
5.4118224E-02,-7.99086E-01
5.4118368E-02,-8.16664E-01
5.4118512E-02,-8.34242E-01
5.4118656E-02,-8.53773E-01
5.4118800E-02,-8.73305E-01
5.4118944E-02,-8.88930E-01
5.4119088E-02,-9.04555E-01
5.4119232E-02,-9.29945E-01
5.4119376E-02,-9.31898E-01
5.4119520E-02,-9.55336E-01
5.4119664E-02,-9.74867E-01
5.4119808E-02,-9.86586E-01
5.4119952E-02,-9.98305E-01
5.4120096E-02,-1.01784E+00
5.4120240E-02,-1.02565E+00
5.4120384E-02,-1.03932E+00
5.4120528E-02,-1.05690E+00
5.4120672E-02,-1.06471E+00
5.4120816E-02,-1.07252E+00
5.4120960E-02,-1.07838E+00
5.4121104E-02,-1.08229E+00
5.4121248E-02,-1.09010E+00
5.4121392E-02,-1.08815E+00
5.4121536E-02,-1.08620E+00
5.4121680E-02,-1.08620E+00
5.4121824E-02,-1.08229E+00
5.4121968E-02,-1.08034E+00
5.4122112E-02,-1.06666E+00
5.4122256E-02,-1.07057E+00
5.4122400E-02,-1.04909E+00
5.4122544E-02,-1.03737E+00
5.4122688E-02,-1.02955E+00
5.4122832E-02,-1.01588E+00
5.4122976E-02,-1.00026E+00
5.4123120E-02,-9.92445E-01
5.4123264E-02,-9.72914E-01
5.4123408E-02,-9.59242E-01
5.4123552E-02,-9.31898E-01
5.4123696E-02,-9.20180E-01
5.4123840E-02,-9.06508E-01
5.4123984E-02,-8.92836E-01
5.4124128E-02,-8.71352E-01
5.4124272E-02,-8.51820E-01
5.4124416E-02,-8.40102E-01
5.4124560E-02,-8.28383E-01
5.4124704E-02,-8.04945E-01
5.4124848E-02,-8.01039E-01
5.4124992E-02,-7.81508E-01
5.4125136E-02,-7.69789E-01
5.4125280E-02,-7.61977E-01
5.4125424E-02,-7.58070E-01
5.4125568E-02,-7.52211E-01
5.4125712E-02,-7.48305E-01
5.4125856E-02,-7.38539E-01
5.4126000E-02,-7.44398E-01
5.4126144E-02,-7.40492E-01
5.4126288E-02,-7.44398E-01
5.4126432E-02,-7.38539E-01
5.4126576E-02,-7.46352E-01
5.4126720E-02,-7.50258E-01
5.4126864E-02,-7.58070E-01
5.4127008E-02,-7.63930E-01
5.4127152E-02,-7.75648E-01
5.4127296E-02,-7.79555E-01
5.4127440E-02,-7.93227E-01
5.4127584E-02,-8.04945E-01
5.4127728E-02,-8.18617E-01
5.4127872E-02,-8.28383E-01
5.4128016E-02,-8.30336E-01
5.4128160E-02,-8.45961E-01
5.4128304E-02,-8.55727E-01
5.4128448E-02,-8.75258E-01
5.4128592E-02,-8.75258E-01
5.4128736E-02,-8.81117E-01
5.4128880E-02,-8.98695E-01
5.4129024E-02,-9.04555E-01
5.4129168E-02,-9.08461E-01
5.4129312E-02,-9.16273E-01
5.4129456E-02,-9.22133E-01
5.4129600E-02,-9.22133E-01
5.4129744E-02,-9.22133E-01
5.4129888E-02,-9.16273E-01
5.4130032E-02,-9.06508E-01
5.4130176E-02,-9.00648E-01
5.4130320E-02,-9.00648E-01
5.4130464E-02,-8.81117E-01
5.4130608E-02,-8.85023E-01
5.4130752E-02,-8.71352E-01
5.4130896E-02,-8.47914E-01
5.4131040E-02,-8.40102E-01
5.4131184E-02,-8.24477E-01
5.4131328E-02,-7.95180E-01
5.4131472E-02,-7.87367E-01
5.4131616E-02,-7.56117E-01
5.4131760E-02,-7.34633E-01
5.4131904E-02,-6.93617E-01
5.4132048E-02,-6.97523E-01
5.4132192E-02,-6.64320E-01
5.4132336E-02,-6.40883E-01
5.4132480E-02,-6.09633E-01
5.4132624E-02,-5.84242E-01
5.4132768E-02,-5.64711E-01
5.4132912E-02,-5.43227E-01
5.4133056E-02,-5.15883E-01
5.4133200E-02,-4.92445E-01
5.4133344E-02,-4.57289E-01
5.4133488E-02,-4.39711E-01
5.4133632E-02,-4.14320E-01
5.4133776E-02,-3.96742E-01
5.4133920E-02,-3.75258E-01
5.4134064E-02,-3.57680E-01
5.4134208E-02,-3.42055E-01
5.4134352E-02,-3.18617E-01
5.4134496E-02,-3.02992E-01
5.4134640E-02,-2.91273E-01
5.4134784E-02,-2.71742E-01
5.4134928E-02,-2.63930E-01
5.4135072E-02,-2.48305E-01
5.4135216E-02,-2.40492E-01
5.4135360E-02,-2.22914E-01
5.4135504E-02,-2.15102E-01
5.4135648E-02,-2.03383E-01
5.4135792E-02,-2.03383E-01
5.4135936E-02,-1.87758E-01
5.4136080E-02,-1.79945E-01
5.4136224E-02,-1.70180E-01
5.4136368E-02,-1.77992E-01
5.4136512E-02,-1.74086E-01
5.4136656E-02,-1.56508E-01
5.4136800E-02,-1.60414E-01
5.4136944E-02,-1.56508E-01
5.4137088E-02,-1.36977E-01
5.4137232E-02,-1.40883E-01
5.4137376E-02,-1.29164E-01
5.4137520E-02,-1.25258E-01
5.4137664E-02,-1.15492E-01
5.4137808E-02,-1.19398E-01
5.4137952E-02,-1.07680E-01
5.4138096E-02,-1.03773E-01
5.4138240E-02,-9.20547E-02
5.4138384E-02,-8.42422E-02
5.4138528E-02,-7.44766E-02
5.4138672E-02,-7.44766E-02
5.4138816E-02,-5.49453E-02
5.4138960E-02,-4.90859E-02
5.4139104E-02,-3.54141E-02
5.4139248E-02,-2.36953E-02
5.4139392E-02,-1.78359E-02
5.4139536E-02,-1.00234E-02
5.4139680E-02,1.14609E-02
5.4139824E-02,5.60156E-03
5.4139968E-02,2.90391E-02
5.4140112E-02,2.90391E-02
5.4140256E-02,3.88047E-02
5.4140400E-02,5.24766E-02
5.4140544E-02,5.83359E-02
5.4140688E-02,6.02891E-02
5.4140832E-02,6.02891E-02
5.4140976E-02,6.41953E-02
5.4141120E-02,6.81016E-02
5.4141264E-02,7.00547E-02
5.4141408E-02,6.81016E-02
5.4141552E-02,7.20078E-02
5.4141696E-02,6.02891E-02
5.4141840E-02,5.83359E-02
5.4141984E-02,4.27109E-02
5.4142128E-02,4.07578E-02
5.4142272E-02,2.70859E-02
5.4142416E-02,-2.21094E-03
5.4142560E-02,-8.07031E-03
5.4142704E-02,-2.76016E-02
5.4142848E-02,-4.32266E-02
5.4142992E-02,-6.86172E-02
5.4143136E-02,-9.40078E-02
5.4143280E-02,-1.25258E-01
5.4143424E-02,-1.58461E-01
5.4143568E-02,-1.89711E-01
5.4143712E-02,-2.22914E-01
5.4143856E-02,-2.54164E-01
5.4144000E-02,-2.95180E-01
5.4144144E-02,-3.30336E-01
5.4144288E-02,-3.71352E-01
5.4144432E-02,-4.12367E-01
5.4144576E-02,-4.53383E-01
5.4144720E-02,-4.94398E-01
5.4144864E-02,-5.39320E-01
5.4145008E-02,-5.80336E-01
5.4145152E-02,-6.21352E-01
5.4145296E-02,-6.72133E-01
5.4145440E-02,-7.09242E-01
5.4145584E-02,-7.58070E-01
5.4145728E-02,-7.99086E-01
5.4145872E-02,-8.53773E-01
5.4146016E-02,-8.88930E-01
5.4146160E-02,-9.22133E-01
5.4146304E-02,-9.65102E-01
5.4146448E-02,-1.00612E+00
5.4146592E-02,-1.04518E+00
5.4146736E-02,-1.08424E+00
5.4146880E-02,-1.10963E+00
5.4147024E-02,-1.14870E+00
5.4147168E-02,-1.17409E+00
5.4147312E-02,-1.20729E+00
5.4147456E-02,-1.23854E+00
5.4147600E-02,-1.25807E+00
5.4147744E-02,-1.27760E+00
5.4147888E-02,-1.29909E+00
5.4148032E-02,-1.32643E+00
5.4148176E-02,-1.33815E+00
5.4148320E-02,-1.34010E+00
5.4148464E-02,-1.36354E+00
5.4148608E-02,-1.36940E+00
5.4148752E-02,-1.37526E+00
5.4148896E-02,-1.39088E+00
5.4149040E-02,-1.38112E+00
5.4149184E-02,-1.37721E+00
5.4149328E-02,-1.38502E+00
5.4149472E-02,-1.37721E+00
5.4149616E-02,-1.37135E+00
5.4149760E-02,-1.36745E+00
5.4149904E-02,-1.35182E+00
5.4150048E-02,-1.33229E+00
5.4150192E-02,-1.32448E+00
5.4150336E-02,-1.31471E+00
5.4150480E-02,-1.29909E+00
5.4150624E-02,-1.28151E+00
5.4150768E-02,-1.25807E+00
5.4150912E-02,-1.23268E+00
5.4151056E-02,-1.21705E+00
5.4151200E-02,-1.18580E+00
5.4151344E-02,-1.17409E+00
5.4151488E-02,-1.14284E+00
5.4151632E-02,-1.11940E+00
5.4151776E-02,-1.09010E+00
5.4151920E-02,-1.06862E+00
5.4152064E-02,-1.03737E+00
5.4152208E-02,-1.01198E+00
5.4152352E-02,-9.94398E-01
5.4152496E-02,-9.65102E-01
5.4152640E-02,-9.31898E-01
5.4152784E-02,-9.14320E-01
5.4152928E-02,-8.85023E-01
5.4153072E-02,-8.63539E-01
5.4153216E-02,-8.44008E-01
5.4153360E-02,-8.18617E-01
5.4153504E-02,-7.93227E-01
5.4153648E-02,-7.77602E-01
5.4153792E-02,-7.50258E-01
5.4153936E-02,-7.34633E-01
5.4154080E-02,-7.20961E-01
5.4154224E-02,-7.01430E-01
5.4154368E-02,-6.83852E-01
5.4154512E-02,-6.76039E-01
5.4154656E-02,-6.52602E-01
5.4154800E-02,-6.46742E-01
5.4154944E-02,-6.35023E-01
5.4155088E-02,-6.42836E-01
5.4155232E-02,-6.21352E-01
5.4155376E-02,-6.21352E-01
5.4155520E-02,-6.27211E-01
5.4155664E-02,-6.21352E-01
5.4155808E-02,-6.19398E-01
5.4155952E-02,-6.23305E-01
5.4156096E-02,-6.19398E-01
5.4156240E-02,-6.35023E-01
5.4156384E-02,-6.40883E-01
5.4156528E-02,-6.50648E-01
5.4156672E-02,-6.50648E-01
5.4156816E-02,-6.76039E-01
5.4156960E-02,-6.83852E-01
5.4157104E-02,-7.03383E-01
5.4157248E-02,-7.13148E-01
5.4157392E-02,-7.28773E-01
5.4157536E-02,-7.50258E-01
5.4157680E-02,-7.60023E-01
5.4157824E-02,-7.85414E-01
5.4157968E-02,-8.01039E-01
5.4158112E-02,-8.12758E-01
5.4158256E-02,-8.40102E-01
5.4158400E-02,-8.57680E-01
5.4158544E-02,-8.77211E-01
5.4158688E-02,-8.94789E-01
5.4158832E-02,-9.22133E-01
5.4158976E-02,-9.35805E-01
5.4159120E-02,-9.55336E-01
5.4159264E-02,-9.72914E-01
5.4159408E-02,-9.90492E-01
5.4159552E-02,-1.01979E+00
5.4159696E-02,-1.03346E+00
5.4159840E-02,-1.04127E+00
5.4159984E-02,-1.05885E+00
5.4160128E-02,-1.06862E+00
5.4160272E-02,-1.09791E+00
5.4160416E-02,-1.10182E+00
5.4160560E-02,-1.10963E+00
5.4160704E-02,-1.12526E+00
5.4160848E-02,-1.12526E+00
5.4160992E-02,-1.14284E+00
5.4161136E-02,-1.13698E+00
5.4161280E-02,-1.14284E+00
5.4161424E-02,-1.14284E+00
5.4161568E-02,-1.14479E+00
5.4161712E-02,-1.14479E+00
5.4161856E-02,-1.13893E+00
5.4162000E-02,-1.14479E+00
5.4162144E-02,-1.13307E+00
5.4162288E-02,-1.12916E+00
5.4162432E-02,-1.11549E+00
5.4162576E-02,-1.10377E+00
5.4162720E-02,-1.09596E+00
5.4162864E-02,-1.07448E+00
5.4163008E-02,-1.07838E+00
5.4163152E-02,-1.05495E+00
5.4163296E-02,-1.03346E+00
5.4163440E-02,-1.02370E+00
5.4163584E-02,-1.00026E+00
5.4163728E-02,-9.94398E-01
5.4163872E-02,-9.67055E-01
5.4164016E-02,-9.47523E-01
5.4164160E-02,-9.35805E-01
5.4164304E-02,-9.16273E-01
5.4164448E-02,-8.86977E-01
5.4164592E-02,-8.83070E-01
5.4164736E-02,-8.57680E-01
5.4164880E-02,-8.38148E-01
5.4165024E-02,-8.30336E-01
5.4165168E-02,-8.12758E-01
5.4165312E-02,-7.89320E-01
5.4165456E-02,-7.93227E-01
5.4165600E-02,-7.73695E-01
5.4165744E-02,-7.63930E-01
5.4165888E-02,-7.50258E-01
5.4166032E-02,-7.42445E-01
5.4166176E-02,-7.36586E-01
5.4166320E-02,-7.22914E-01
5.4166464E-02,-7.28773E-01
5.4166608E-02,-7.26820E-01
5.4166752E-02,-7.24867E-01
5.4166896E-02,-7.30727E-01
5.4167040E-02,-7.20961E-01
5.4167184E-02,-7.34633E-01
5.4167328E-02,-7.40492E-01
5.4167472E-02,-7.54164E-01
5.4167616E-02,-7.56117E-01
5.4167760E-02,-7.63930E-01
5.4167904E-02,-7.69789E-01
5.4168048E-02,-7.91273E-01
5.4168192E-02,-7.93227E-01
5.4168336E-02,-8.24477E-01
5.4168480E-02,-8.28383E-01
5.4168624E-02,-8.49867E-01
5.4168768E-02,-8.63539E-01
5.4168912E-02,-8.83070E-01
5.4169056E-02,-8.94789E-01
5.4169200E-02,-9.22133E-01
5.4169344E-02,-9.29945E-01
5.4169488E-02,-9.55336E-01
5.4169632E-02,-9.72914E-01
5.4169776E-02,-9.90492E-01
5.4169920E-02,-9.98305E-01
5.4170064E-02,-1.01784E+00
5.4170208E-02,-1.03346E+00
5.4170352E-02,-1.04323E+00
5.4170496E-02,-1.05690E+00
5.4170640E-02,-1.07057E+00
5.4170784E-02,-1.07057E+00
5.4170928E-02,-1.08034E+00
5.4171072E-02,-1.08229E+00
5.4171216E-02,-1.08815E+00
5.4171360E-02,-1.09010E+00
5.4171504E-02,-1.09205E+00
5.4171648E-02,-1.09010E+00
5.4171792E-02,-1.08815E+00
5.4171936E-02,-1.08424E+00
5.4172080E-02,-1.08034E+00
5.4172224E-02,-1.06666E+00
5.4172368E-02,-1.06471E+00
5.4172512E-02,-1.05104E+00
5.4172656E-02,-1.04127E+00
5.4172800E-02,-1.02565E+00
5.4172944E-02,-1.01393E+00
5.4173088E-02,-9.96352E-01
5.4173232E-02,-9.74867E-01
5.4173376E-02,-9.69008E-01
5.4173520E-02,-9.49477E-01
5.4173664E-02,-9.35805E-01
5.4173808E-02,-9.18227E-01
5.4173952E-02,-8.88930E-01
5.4174096E-02,-8.79164E-01
5.4174240E-02,-8.59633E-01
5.4174384E-02,-8.47914E-01
5.4174528E-02,-8.30336E-01
5.4174672E-02,-8.10805E-01
5.4174816E-02,-8.04945E-01
5.4174960E-02,-7.95180E-01
5.4175104E-02,-7.77602E-01
5.4175248E-02,-7.75648E-01
5.4175392E-02,-7.52211E-01
5.4175536E-02,-7.58070E-01
5.4175680E-02,-7.48305E-01
5.4175824E-02,-7.44398E-01
5.4175968E-02,-7.36586E-01
5.4176112E-02,-7.38539E-01
5.4176256E-02,-7.42445E-01
5.4176400E-02,-7.42445E-01
5.4176544E-02,-7.44398E-01
5.4176688E-02,-7.56117E-01
5.4176832E-02,-7.56117E-01
5.4176976E-02,-7.60023E-01
5.4177120E-02,-7.71742E-01
5.4177264E-02,-7.79555E-01
5.4177408E-02,-7.93227E-01
5.4177552E-02,-8.04945E-01
5.4177696E-02,-8.20570E-01
5.4177840E-02,-8.36195E-01
5.4177984E-02,-8.32289E-01
5.4178128E-02,-8.47914E-01
5.4178272E-02,-8.61586E-01
5.4178416E-02,-8.71352E-01
5.4178560E-02,-8.79164E-01
5.4178704E-02,-8.86977E-01
5.4178848E-02,-8.90883E-01
5.4178992E-02,-9.04555E-01
5.4179136E-02,-9.14320E-01
5.4179280E-02,-9.22133E-01
5.4179424E-02,-9.18227E-01
5.4179568E-02,-9.24086E-01
5.4179712E-02,-9.12367E-01
5.4179856E-02,-9.12367E-01
5.4180000E-02,-9.14320E-01
5.4180144E-02,-9.04555E-01
5.4180288E-02,-8.96742E-01
5.4180432E-02,-8.90883E-01
5.4180576E-02,-8.88930E-01
5.4180720E-02,-8.71352E-01
5.4180864E-02,-8.49867E-01
5.4181008E-02,-8.49867E-01
5.4181152E-02,-8.16664E-01
5.4181296E-02,-8.04945E-01
5.4181440E-02,-7.83461E-01
5.4181584E-02,-7.65883E-01
5.4181728E-02,-7.50258E-01
5.4181872E-02,-7.22914E-01
5.4182016E-02,-6.91664E-01
5.4182160E-02,-6.81898E-01
5.4182304E-02,-6.42836E-01
